myRole,otherRole,side,myChamp,otherChamp,value
bot,bot,ENEMY,jhin,zeri,-0.3
bot,bot,ENEMY,jhin,ziggs,2.11
bot,bot,ENEMY,jhin,kogmaw,0.21
bot,bot,ENEMY,jhin,swain,-0.35
bot,bot,ENEMY,jhin,yasuo,-1.46
bot,bot,ENEMY,jhin,kalista,-1.43
bot,bot,ENEMY,jhin,veigar,1.25
bot,bot,ENEMY,jhin,mel,1.55
bot,bot,ENEMY,jhin,brand,0.1
bot,bot,ENEMY,jhin,lux,0.43
bot,bot,ENEMY,jhin,seraphine,0.75
bot,bot,ENEMY,jhin,senna,-0.81
bot,bot,ENEMY,jhin,aurelionsol,1.64
bot,sup,ENEMY,jhin,mel,1.82
bot,sup,ENEMY,jhin,zyra,0.46
bot,sup,ENEMY,jhin,bard,0.27
bot,sup,ENEMY,jhin,xerath,2.14
bot,sup,ENEMY,jhin,pantheon,-0.15
bot,sup,ENEMY,jhin,tahmkench,-0.68
bot,sup,ENEMY,jhin,neeko,0.15
bot,sup,ENEMY,jhin,alistar,-1.03
bot,sup,ENEMY,jhin,velkoz,2.4
bot,sup,ENEMY,jhin,rakan,-0.48
bot,sup,ENEMY,jhin,janna,0.28
bot,sup,ENEMY,jhin,rell,-1.55
bot,sup,ENEMY,jhin,zilean,1.19
bot,sup,ENEMY,jhin,maokai,-1.41
bot,top,ENEMY,jhin,irelia,-0.61
bot,top,ENEMY,jhin,gwen,-0.45
bot,top,ENEMY,jhin,sion,-0.12
bot,top,ENEMY,jhin,riven,0.34
bot,top,ENEMY,jhin,gnar,-0.02
bot,top,ENEMY,jhin,chogath,0.55
bot,top,ENEMY,jhin,vayne,-0.33
bot,top,ENEMY,jhin,fiora,-0.86
bot,top,ENEMY,jhin,illaoi,-0.22
bot,top,ENEMY,jhin,shen,-0.69
bot,top,ENEMY,jhin,yasuo,-0.27
bot,top,ENEMY,jhin,tryndamere,0.82
bot,top,ENEMY,jhin,ambessa,0.05
bot,top,ENEMY,jhin,urgot,0.36
bot,jng,ENEMY,jhin,sejuani,-0.12
bot,jng,ENEMY,jhin,naafiri,-0.75
bot,jng,ENEMY,jhin,kindred,0.15
bot,jng,ENEMY,jhin,hecarim,0.74
bot,jng,ENEMY,jhin,trundle,0.87
bot,jng,ENEMY,jhin,elise,-0.57
bot,jng,ENEMY,jhin,qiyana,0.78
bot,jng,ENEMY,jhin,reksai,-0.52
bot,jng,ENEMY,jhin,udyr,-1.01
bot,jng,ENEMY,jhin,shyvana,1.09
bot,jng,ENEMY,jhin,karthus,-0.08
bot,jng,ENEMY,jhin,nidalee,0.56
bot,jng,ENEMY,jhin,aatrox,1.09
bot,jng,ENEMY,jhin,ambessa,-0.12
bot,mid,ENEMY,jhin,anivia,0.48
bot,mid,ENEMY,jhin,azir,0.69
bot,mid,ENEMY,jhin,qiyana,0.73
bot,mid,ENEMY,jhin,varus,0
bot,mid,ENEMY,jhin,talon,-1.38
bot,mid,ENEMY,jhin,taliyah,1.16
bot,mid,ENEMY,jhin,swain,-1.06
bot,mid,ENEMY,jhin,brand,0.92
bot,mid,ENEMY,jhin,annie,0.73
bot,mid,ENEMY,jhin,cassiopeia,0.84
bot,mid,ENEMY,jhin,velkoz,1.06
bot,mid,ENEMY,jhin,malphite,-0.09
bot,mid,ENEMY,jhin,smolder,0.3
bot,mid,ENEMY,jhin,pantheon,-1.08
bot,bot,ENEMY,jhin,velkoz,2.54
bot,bot,ENEMY,jhin,hwei,2.67
bot,bot,ENEMY,jhin,vladimir,0.16
bot,bot,ENEMY,jhin,xerath,0.27
bot,bot,ENEMY,jhin,katarina,-0.63
bot,bot,ENEMY,jhin,malzahar,2.47
bot,bot,ENEMY,jhin,karthus,2.37
bot,bot,ENEMY,jhin,syndra,-0.09
bot,bot,ENEMY,jhin,cassiopeia,0.99
bot,bot,ENEMY,jhin,heimerdinger,1.23
bot,bot,ENEMY,jhin,teemo,1.98
bot,bot,ENEMY,jhin,viktor,4.16
bot,bot,ENEMY,jhin,twistedfate,-3.58
bot,bot,ENEMY,jhin,akshan,-4.23
bot,sup,ENEMY,jhin,poppy,0.52
bot,sup,ENEMY,jhin,ashe,1.22
bot,sup,ENEMY,jhin,malphite,0.67
bot,sup,ENEMY,jhin,shaco,-1.06
bot,sup,ENEMY,jhin,taric,-0.57
bot,sup,ENEMY,jhin,teemo,3.69
bot,sup,ENEMY,jhin,renata,1.38
bot,sup,ENEMY,jhin,galio,-0.68
bot,sup,ENEMY,jhin,sylas,0.3
bot,sup,ENEMY,jhin,shen,-2.55
bot,sup,ENEMY,jhin,veigar,2.42
bot,sup,ENEMY,jhin,leblanc,-0.7
bot,sup,ENEMY,jhin,zoe,0.6
bot,sup,ENEMY,jhin,fiddlesticks,2.54
bot,top,ENEMY,jhin,ksante,0.05
bot,top,ENEMY,jhin,kennen,0.54
bot,top,ENEMY,jhin,tahmkench,-0.97
bot,top,ENEMY,jhin,rumble,0.36
bot,top,ENEMY,jhin,jayce,0.55
bot,top,ENEMY,jhin,singed,0.21
bot,top,ENEMY,jhin,trundle,0.15
bot,top,ENEMY,jhin,olaf,0.58
bot,top,ENEMY,jhin,akali,0.27
bot,top,ENEMY,jhin,vladimir,-0.32
bot,top,ENEMY,jhin,pantheon,-0.08
bot,top,ENEMY,jhin,camille,-0.86
bot,top,ENEMY,jhin,heimerdinger,-0.37
bot,top,ENEMY,jhin,kled,0.16
bot,jng,ENEMY,jhin,belveth,-0.42
bot,jng,ENEMY,jhin,taliyah,2.47
bot,jng,ENEMY,jhin,pantheon,0.74
bot,jng,ENEMY,jhin,ivern,-0.29
bot,jng,ENEMY,jhin,teemo,0.27
bot,jng,ENEMY,jhin,nasus,1.74
bot,jng,ENEMY,jhin,mordekaiser,-1.43
bot,jng,ENEMY,jhin,chogath,0.18
bot,jng,ENEMY,jhin,zaahen,0.37
bot,jng,ENEMY,jhin,zyra,-0.29
bot,jng,ENEMY,jhin,skarner,-1.04
bot,jng,ENEMY,jhin,tryndamere,0.08
bot,jng,ENEMY,jhin,gragas,1.17
bot,jng,ENEMY,jhin,poppy,1.59
bot,mid,ENEMY,jhin,ziggs,1.09
bot,mid,ENEMY,jhin,morgana,0.11
bot,mid,ENEMY,jhin,neeko,0.51
bot,mid,ENEMY,jhin,chogath,1.12
bot,mid,ENEMY,jhin,sion,-0.55
bot,mid,ENEMY,jhin,kennen,-0.9
bot,mid,ENEMY,jhin,kayle,-0.37
bot,mid,ENEMY,jhin,jayce,0.81
bot,mid,ENEMY,jhin,heimerdinger,0.67
bot,mid,ENEMY,jhin,tristana,-0.76
bot,mid,ENEMY,jhin,garen,1.05
bot,mid,ENEMY,jhin,ezreal,0.35
bot,mid,ENEMY,jhin,gangplank,1.16
bot,mid,ENEMY,jhin,viego,-1.91
bot,bot,ENEMY,jhin,yone,-2.83
bot,bot,ENEMY,jhin,morgana,1.15
bot,bot,ENEMY,jhin,quinn,3.84
bot,bot,ENEMY,jhin,ryze,-3.52
bot,bot,ENEMY,jhin,zyra,4.71
bot,bot,ENEMY,jhin,tahmkench,2.2
bot,bot,ENEMY,jhin,irelia,-5.31
bot,bot,ENEMY,jhin,anivia,4.09
bot,bot,ENEMY,jhin,ahri,-3.1
bot,bot,ENEMY,jhin,naafiri,3.62
bot,bot,ENEMY,jhin,sion,-9.7
bot,bot,ENEMY,jhin,taliyah,6.7
bot,bot,ENEMY,jhin,chogath,-4.08
bot,bot,ENEMY,jhin,aurora,2.57
bot,sup,ENEMY,jhin,missfortune,0.8
bot,sup,ENEMY,jhin,elise,-0.37
bot,sup,ENEMY,jhin,hwei,2.59
bot,sup,ENEMY,jhin,amumu,-2.49
bot,sup,ENEMY,jhin,anivia,1.68
bot,sup,ENEMY,jhin,ziggs,2.6
bot,sup,ENEMY,jhin,trundle,-3.53
bot,sup,ENEMY,jhin,twitch,-3.03
bot,sup,ENEMY,jhin,sett,-0.8
bot,sup,ENEMY,jhin,nidalee,1.93
bot,sup,ENEMY,jhin,chogath,-0.43
bot,sup,ENEMY,jhin,zac,-0.9
bot,sup,ENEMY,jhin,lissandra,-0.93
bot,sup,ENEMY,jhin,heimerdinger,0.36
bot,top,ENEMY,jhin,quinn,-0.02
bot,top,ENEMY,jhin,gragas,-0.11
bot,top,ENEMY,jhin,ryze,-0.25
bot,top,ENEMY,jhin,warwick,-0.81
bot,top,ENEMY,jhin,swain,-0.52
bot,top,ENEMY,jhin,poppy,-0.84
bot,top,ENEMY,jhin,sylas,0.65
bot,top,ENEMY,jhin,masteryi,-0.23
bot,top,ENEMY,jhin,wukong,-0.04
bot,top,ENEMY,jhin,smolder,0.1
bot,top,ENEMY,jhin,naafiri,-0.47
bot,top,ENEMY,jhin,cassiopeia,-0.2
bot,top,ENEMY,jhin,malzahar,1.44
bot,top,ENEMY,jhin,aurora,-0.21
bot,jng,ENEMY,jhin,morgana,-1.05
bot,jng,ENEMY,jhin,darius,0.44
bot,jng,ENEMY,jhin,brand,2.13
bot,jng,ENEMY,jhin,twitch,2.87
bot,jng,ENEMY,jhin,shen,-0.01
bot,jng,ENEMY,jhin,sion,1.26
bot,jng,ENEMY,jhin,olaf,1.35
bot,jng,ENEMY,jhin,maokai,0.2
bot,jng,ENEMY,jhin,yorick,0.78
bot,jng,ENEMY,jhin,riven,0.62
bot,jng,ENEMY,jhin,garen,-0.92
bot,jng,ENEMY,jhin,fizz,1.03
bot,jng,ENEMY,jhin,rumble,3.3
bot,jng,ENEMY,jhin,sett,-1.14
bot,mid,ENEMY,jhin,quinn,1.52
bot,mid,ENEMY,jhin,nasus,0.91
bot,mid,ENEMY,jhin,corki,0.61
bot,mid,ENEMY,jhin,renekton,-0.93
bot,mid,ENEMY,jhin,caitlyn,0.31
bot,mid,ENEMY,jhin,teemo,0.88
bot,mid,ENEMY,jhin,gragas,0.12
bot,mid,ENEMY,jhin,tryndamere,0.7
bot,mid,ENEMY,jhin,mordekaiser,0.94
bot,mid,ENEMY,jhin,sett,1.76
bot,mid,ENEMY,jhin,yorick,-2.02
bot,mid,ENEMY,jhin,zyra,-0.7
bot,mid,ENEMY,jhin,kaisa,-0.32
bot,mid,ENEMY,jhin,zilean,1.43
bot,bot,ENEMY,jhin,neeko,-1.3
bot,bot,ENEMY,jhin,masteryi,-7.26
bot,bot,ENEMY,jhin,pantheon,3.33
bot,bot,ENEMY,jhin,kindred,-1.33
bot,bot,ENEMY,jhin,singed,1.99
bot,bot,ENEMY,jhin,zoe,-0.72
bot,bot,ENEMY,jhin,mordekaiser,-4.14
bot,bot,ENEMY,jhin,rengar,4.76
bot,bot,ENEMY,jhin,kayle,1.81
bot,bot,ENEMY,jhin,sett,-2.04
bot,bot,ENEMY,jhin,graves,-0.92
bot,bot,ENEMY,jhin,malphite,0.24
bot,bot,ENEMY,jhin,sylas,-8.15
bot,bot,ENEMY,jhin,fizz,-1.88
bot,sup,ENEMY,jhin,jarvaniv,-0.31
bot,sup,ENEMY,jhin,sion,-3.02
bot,sup,ENEMY,jhin,annie,-0.56
bot,sup,ENEMY,jhin,leesin,-0.68
bot,sup,ENEMY,jhin,gragas,1.43
bot,sup,ENEMY,jhin,ivern,0.12
bot,sup,ENEMY,jhin,malzahar,1.43
bot,sup,ENEMY,jhin,ahri,-0.5
bot,sup,ENEMY,jhin,camille,-1.47
bot,sup,ENEMY,jhin,ornn,0.38
bot,sup,ENEMY,jhin,varus,0.8
bot,sup,ENEMY,jhin,ezreal,0.82
bot,sup,ENEMY,jhin,syndra,0.71
bot,sup,ENEMY,jhin,aurelionsol,-4.87
bot,top,ENEMY,jhin,sejuani,-1.14
bot,top,ENEMY,jhin,zac,-1.48
bot,top,ENEMY,jhin,kayn,0.52
bot,top,ENEMY,jhin,viego,-0.33
bot,top,ENEMY,jhin,udyr,-0.19
bot,top,ENEMY,jhin,rengar,-3.48
bot,top,ENEMY,jhin,anivia,-0.13
bot,top,ENEMY,jhin,briar,-0.72
bot,top,ENEMY,jhin,maokai,-1.01
bot,top,ENEMY,jhin,zed,1.44
bot,top,ENEMY,jhin,caitlyn,1.29
bot,top,ENEMY,jhin,brand,0.47
bot,top,ENEMY,jhin,leesin,-0.6
bot,top,ENEMY,jhin,galio,2.15
bot,jng,ENEMY,jhin,singed,1.19
bot,jng,ENEMY,jhin,nautilus,-4.81
bot,jng,ENEMY,jhin,neeko,-1.5
bot,jng,ENEMY,jhin,vayne,0.73
bot,jng,ENEMY,jhin,ornn,-5.14
bot,jng,ENEMY,jhin,yone,-3.33
bot,jng,ENEMY,jhin,quinn,7.22
bot,jng,ENEMY,jhin,kaisa,0.53
bot,jng,ENEMY,jhin,taric,0.95
bot,jng,ENEMY,jhin,urgot,-4.8
bot,jng,ENEMY,jhin,tahmkench,-0.96
bot,jng,ENEMY,jhin,camille,-1.68
bot,jng,ENEMY,jhin,galio,-1.67
bot,jng,ENEMY,jhin,aurelionsol,-6.29
bot,mid,ENEMY,jhin,seraphine,-2.64
bot,mid,ENEMY,jhin,lucian,1.95
bot,mid,ENEMY,jhin,briar,-2.14
bot,mid,ENEMY,jhin,riven,-1.03
bot,mid,ENEMY,jhin,twitch,1.26
bot,mid,ENEMY,jhin,karma,0.92
bot,mid,ENEMY,jhin,missfortune,1
bot,mid,ENEMY,jhin,rumble,1.73
bot,mid,ENEMY,jhin,vayne,2.17
bot,mid,ENEMY,jhin,drmundo,-1.89
bot,mid,ENEMY,jhin,ambessa,1.26
bot,mid,ENEMY,jhin,ashe,-0.13
bot,mid,ENEMY,jhin,kogmaw,-1.98
bot,mid,ENEMY,jhin,singed,-1.23
bot,sup,ENEMY,jhin,drmundo,0.27
bot,sup,ENEMY,jhin,taliyah,4.18
bot,sup,ENEMY,jhin,caitlyn,0.97
bot,sup,ENEMY,jhin,twistedfate,1.65
bot,sup,ENEMY,jhin,singed,-1.32
bot,sup,ENEMY,jhin,jax,-3.44
bot,sup,ENEMY,jhin,yasuo,0.65
bot,sup,ENEMY,jhin,ekko,-3.35
bot,sup,ENEMY,jhin,orianna,0.35
bot,sup,ENEMY,jhin,sejuani,2.37
bot,sup,ENEMY,jhin,vex,-3.11
bot,sup,ENEMY,jhin,kennen,4.6
bot,sup,ENEMY,jhin,fizz,1.27
bot,sup,ENEMY,jhin,rammus,2.51
bot,top,ENEMY,jhin,xinzhao,-1.6
bot,top,ENEMY,jhin,veigar,2.5
bot,top,ENEMY,jhin,fiddlesticks,-0.53
bot,top,ENEMY,jhin,shaco,0.17
bot,top,ENEMY,jhin,kassadin,-0.78
bot,top,ENEMY,jhin,ashe,3.79
bot,top,ENEMY,jhin,ekko,0.19
bot,top,ENEMY,jhin,graves,1.11
bot,top,ENEMY,jhin,reksai,-1.77
bot,top,ENEMY,jhin,karma,-1.49
bot,top,ENEMY,jhin,aurelionsol,0.96
bot,top,ENEMY,jhin,shyvana,-2.93
bot,top,ENEMY,jhin,akshan,-2.5
bot,top,ENEMY,jhin,kaisa,-2.12
bot,jng,ENEMY,jhin,yasuo,-7.54
bot,jng,ENEMY,jhin,kayle,-2.68
bot,jng,ENEMY,jhin,twistedfate,5.47
bot,jng,ENEMY,jhin,malzahar,5.07
bot,jng,ENEMY,jhin,ryze,5.65
bot,jng,ENEMY,jhin,ezreal,-3.06
bot,jng,ENEMY,jhin,renekton,4.66
bot,jng,ENEMY,jhin,zeri,-0.67
bot,jng,ENEMY,jhin,tristana,7.16
bot,jng,ENEMY,jhin,blitzcrank,-5.45
bot,jng,ENEMY,jhin,varus,0.9
bot,jng,ENEMY,jhin,heimerdinger,4.13
bot,jng,ENEMY,jhin,ashe,5.32
bot,jng,ENEMY,jhin,akshan,-7.22
bot,jng,ENEMY,jhin,leona,-5.73
bot,jng,ENEMY,jhin,katarina,-1.73
bot,jng,ENEMY,jhin,caitlyn,-9.71
bot,jng,ENEMY,jhin,pyke,2.44
bot,jng,ENEMY,jhin,jinx,1.49
bot,jng,ENEMY,jhin,alistar,-7.37
bot,mid,ENEMY,jhin,jax,0.9
bot,mid,ENEMY,jhin,aatrox,2.17
bot,mid,ENEMY,jhin,karthus,1.15
bot,mid,ENEMY,jhin,masteryi,-0.39
bot,mid,ENEMY,jhin,xinzhao,1.24
bot,mid,ENEMY,jhin,zac,-1.7
bot,mid,ENEMY,jhin,tahmkench,1.6
bot,mid,ENEMY,jhin,zaahen,3.75
bot,mid,ENEMY,jhin,leesin,3.01
bot,mid,ENEMY,jhin,gwen,-3.58
bot,mid,ENEMY,jhin,shen,-4.04
bot,mid,ENEMY,jhin,darius,1.21
bot,mid,ENEMY,jhin,wukong,-0.01
bot,mid,ENEMY,jhin,fiddlesticks,0.83
bot,top,ENEMY,jhin,diana,-0.77
bot,top,ENEMY,jhin,tristana,-1.83
bot,top,ENEMY,jhin,corki,-1.88
bot,top,ENEMY,jhin,vi,-0.86
bot,top,ENEMY,jhin,fizz,0.52
bot,top,ENEMY,jhin,morgana,-0.05
bot,top,ENEMY,jhin,viktor,0.74
bot,top,ENEMY,jhin,mel,-4.88
bot,top,ENEMY,jhin,lissandra,-3.26
bot,top,ENEMY,jhin,lillia,-0.59
bot,top,ENEMY,jhin,draven,-0.83
bot,top,ENEMY,jhin,nocturne,1.11
bot,top,ENEMY,jhin,lucian,3.42
bot,top,ENEMY,jhin,ahri,-0.01
bot,mid,ENEMY,jhin,kled,-2.8
bot,mid,ENEMY,jhin,nunu,3.76
bot,mid,ENEMY,jhin,volibear,3.41
bot,mid,ENEMY,jhin,illaoi,0.51
bot,mid,ENEMY,jhin,ornn,2.03
bot,mid,ENEMY,jhin,graves,-1.31
bot,mid,ENEMY,jhin,nocturne,2.85
bot,mid,ENEMY,jhin,ksante,1.75
bot,mid,ENEMY,jhin,urgot,-1.63
bot,mid,ENEMY,jhin,draven,-0.7
bot,mid,ENEMY,jhin,aphelios,-4.36
bot,mid,ENEMY,jhin,nidalee,3.36
bot,mid,ENEMY,jhin,jarvaniv,3.31
bot,mid,ENEMY,jhin,jinx,1.69
bot,mid,ENEMY,jhin,samira,1.24
bot,mid,ENEMY,jhin,vi,1.85
bot,mid,ENEMY,jhin,pyke,1.99
bot,mid,ENEMY,jhin,sivir,-1.92
bot,mid,ENEMY,jhin,fiora,-0.75
bot,mid,ENEMY,jhin,sejuani,-4.18
bot,mid,ENEMY,jhin,gnar,-6.02
bot,top,ENEMY,jhin,kalista,-0.07
bot,top,ENEMY,jhin,neeko,2.55
bot,top,ENEMY,jhin,nidalee,-1.3
bot,top,ENEMY,jhin,ezreal,-0.7
bot,top,ENEMY,jhin,twistedfate,-1.06
bot,top,ENEMY,jhin,rammus,-5.49
bot,top,ENEMY,jhin,velkoz,0.02
bot,top,ENEMY,jhin,azir,2.3
bot,top,ENEMY,jhin,zilean,-1.33
bot,top,ENEMY,jhin,senna,-1.29
bot,top,ENEMY,jhin,ivern,-4.98
bot,top,ENEMY,jhin,alistar,-2.05
bot,top,ENEMY,jhin,katarina,-3.09
bot,top,ENEMY,jhin,qiyana,1.52
bot,top,ENEMY,jhin,nautilus,-1.72
bot,top,ENEMY,jhin,skarner,-4.53
bot,top,ENEMY,jhin,karthus,-1.39
bot,top,ENEMY,jhin,lux,-1.95
bot,top,ENEMY,jhin,jarvaniv,-3.77
bot,top,ENEMY,jhin,leblanc,-1.15
bot,top,ENEMY,jhin,lulu,4.75
bot,mid,ENEMY,jhin,camille,-4.07
bot,mid,ENEMY,jhin,yunara,-2.2
bot,mid,ENEMY,jhin,senna,-3.98
bot,mid,ENEMY,jhin,shaco,-2.9
bot,mid,ENEMY,jhin,kalista,4.65
bot,mid,ENEMY,jhin,nautilus,0.74
bot,mid,ENEMY,jhin,lulu,2.27
bot,mid,ENEMY,jhin,rakan,-0.81
bot,mid,ENEMY,jhin,zeri,-2.47
bot,mid,ENEMY,jhin,warwick,-1.21
bot,mid,ENEMY,jhin,soraka,-8.25
bot,mid,ENEMY,jhin,elise,7.08
bot,mid,ENEMY,jhin,poppy,-4.38
bot,mid,ENEMY,jhin,lillia,-6.95
bot,top,ENEMY,jhin,elise,4.72
bot,top,ENEMY,jhin,ziggs,1.03
bot,top,ENEMY,jhin,aphelios,-1.36
bot,top,ENEMY,jhin,annie,1.43
bot,top,ENEMY,jhin,taric,1.57
bot,top,ENEMY,jhin,syndra,5.07
bot,top,ENEMY,jhin,hwei,-4.98
bot,top,ENEMY,jhin,missfortune,-3.05
bot,top,ENEMY,jhin,kogmaw,6.05
bot,top,ENEMY,jhin,vex,-0.31
bot,top,ENEMY,jhin,zoe,-7.57
bot,top,ENEMY,jhin,thresh,6.62
bot,top,ENEMY,jhin,samira,-4.13
bot,top,ENEMY,jhin,soraka,4.67
bot,top,ENEMY,jhin,yunara,6.68
bot,top,ENEMY,jhin,talon,-3.79
bot,top,ENEMY,jhin,zyra,9.35
bot,top,ENEMY,jhin,twitch,1.46
bot,top,ENEMY,jhin,orianna,2.49
bot,top,ENEMY,jhin,jinx,0.91
bot,top,ENEMY,jhin,taliyah,0.78
bot,top,ENEMY,jhin,xerath,-6.14
bot,top,ENEMY,jhin,belveth,7.8
bot,top,ENEMY,jhin,zeri,-5.5
bot,top,ENEMY,jhin,janna,5.81
bot,top,ENEMY,jhin,blitzcrank,1.62
bot,top,ENEMY,jhin,bard,0.63
bot,top,ENEMY,jhin,amumu,2.05
bot,top,ENEMY,jhin,hecarim,-0.83
bot,top,ENEMY,jhin,sivir,-2.7
bot,top,ENEMY,jhin,braum,-1.59
bot,top,ENEMY,jhin,rell,-1.61
bot,top,ENEMY,jhin,leona,-1.79
bot,top,ENEMY,jhin,seraphine,-6.64
bot,top,ENEMY,jhin,evelynn,9.34
bot,top,ENEMY,jhin,xayah,-7.62
bot,top,ENEMY,jhin,khazix,5.32
bot,top,ENEMY,jhin,kindred,-4.06
bot,top,ENEMY,jhin,rakan,-3.67
bot,top,ENEMY,jhin,pyke,-10.65
bot,top,ENEMY,jhin,milio,-7.2
bot,top,ENEMY,jhin,renata,2.16
bot,top,ENEMY,twitch,garen,0.65
bot,top,ENEMY,twitch,sett,-0.97
bot,top,ENEMY,twitch,mordekaiser,-0.34
bot,top,ENEMY,twitch,darius,0.35
bot,top,ENEMY,twitch,malphite,-0.06
bot,top,ENEMY,twitch,jax,-0.93
bot,top,ENEMY,twitch,drmundo,-1.44
bot,top,ENEMY,twitch,kayle,0.32
bot,top,ENEMY,twitch,nasus,-0.62
bot,top,ENEMY,twitch,yorick,1.01
bot,top,ENEMY,twitch,varus,1.99
bot,top,ENEMY,twitch,aatrox,-0.36
bot,top,ENEMY,twitch,volibear,-0.75
bot,top,ENEMY,twitch,renekton,-0.83
bot,top,ENEMY,twitch,teemo,0.29
bot,top,ENEMY,twitch,zaahen,-0.15
bot,top,ENEMY,twitch,gangplank,2.83
bot,top,ENEMY,twitch,ornn,1.53
bot,top,ENEMY,twitch,gwen,-0.97
bot,jng,ENEMY,twitch,viego,-0.12
bot,jng,ENEMY,twitch,diana,-0.64
bot,jng,ENEMY,twitch,volibear,-0.84
bot,jng,ENEMY,twitch,ekko,0.81
bot,jng,ENEMY,twitch,masteryi,-0.4
bot,jng,ENEMY,twitch,kayn,0.77
bot,jng,ENEMY,twitch,khazix,0.82
bot,jng,ENEMY,twitch,leesin,0.86
bot,jng,ENEMY,twitch,shaco,0.6
bot,jng,ENEMY,twitch,amumu,0.58
bot,jng,ENEMY,twitch,briar,-0.19
bot,jng,ENEMY,twitch,nocturne,-0.57
bot,jng,ENEMY,twitch,jax,-1.79
bot,jng,ENEMY,twitch,warwick,-0.68
bot,jng,ENEMY,twitch,malphite,0.47
bot,jng,ENEMY,twitch,jarvaniv,0.18
bot,jng,ENEMY,twitch,rengar,-2.08
bot,jng,ENEMY,twitch,zed,1.01
bot,jng,ENEMY,twitch,drmundo,-1.53
bot,mid,ENEMY,twitch,yasuo,-1.87
bot,mid,ENEMY,twitch,akali,-1.27
bot,mid,ENEMY,twitch,ahri,0.21
bot,mid,ENEMY,twitch,malzahar,1.07
bot,mid,ENEMY,twitch,veigar,0.64
bot,mid,ENEMY,twitch,katarina,0.53
bot,mid,ENEMY,twitch,zed,-0.57
bot,mid,ENEMY,twitch,yone,-0.87
bot,mid,ENEMY,twitch,syndra,0.59
bot,mid,ENEMY,twitch,fizz,-0.16
bot,mid,ENEMY,twitch,sylas,-1.45
bot,mid,ENEMY,twitch,ryze,0.31
bot,mid,ENEMY,twitch,lux,1.78
bot,mid,ENEMY,twitch,mel,0.18
bot,mid,ENEMY,twitch,ekko,-0.42
bot,mid,ENEMY,twitch,diana,-1.24
bot,mid,ENEMY,twitch,viktor,0.99
bot,mid,ENEMY,twitch,naafiri,-0.24
bot,mid,ENEMY,twitch,galio,0.08
bot,bot,ENEMY,twitch,caitlyn,-0.49
bot,bot,ENEMY,twitch,jinx,1.8
bot,bot,ENEMY,twitch,missfortune,0.27
bot,bot,ENEMY,twitch,jhin,1.31
bot,bot,ENEMY,twitch,kaisa,-1.47
bot,bot,ENEMY,twitch,smolder,2.37
bot,bot,ENEMY,twitch,aphelios,0.92
bot,bot,ENEMY,twitch,ashe,0.6
bot,bot,ENEMY,twitch,vayne,0.04
bot,bot,ENEMY,twitch,ezreal,-1.23
bot,bot,ENEMY,twitch,yunara,0.8
bot,bot,ENEMY,twitch,lucian,-1.96
bot,bot,ENEMY,twitch,varus,0.79
bot,bot,ENEMY,twitch,sivir,3.89
bot,bot,ENEMY,twitch,tristana,-1.26
bot,bot,ENEMY,twitch,samira,-2.1
bot,bot,ENEMY,twitch,draven,-2.05
bot,bot,ENEMY,twitch,nilah,-6.15
bot,bot,ENEMY,twitch,corki,-1.66
bot,sup,ENEMY,twitch,nami,-0.53
bot,sup,ENEMY,twitch,lux,2.44
bot,sup,ENEMY,twitch,thresh,-0.31
bot,sup,ENEMY,twitch,nautilus,0.02
bot,sup,ENEMY,twitch,braum,-2.13
bot,sup,ENEMY,twitch,morgana,2.58
bot,sup,ENEMY,twitch,leona,-1.2
bot,sup,ENEMY,twitch,lulu,0.38
bot,sup,ENEMY,twitch,sona,-0.22
bot,sup,ENEMY,twitch,milio,-1.45
bot,sup,ENEMY,twitch,seraphine,0.39
bot,sup,ENEMY,twitch,karma,0.38
bot,sup,ENEMY,twitch,pyke,-1.08
bot,sup,ENEMY,twitch,soraka,-0.79
bot,sup,ENEMY,twitch,blitzcrank,0.38
bot,sup,ENEMY,twitch,swain,0.76
bot,sup,ENEMY,twitch,brand,2.29
bot,sup,ENEMY,twitch,senna,0.64
bot,sup,ENEMY,twitch,zyra,3.33
bot,top,ENEMY,twitch,yone,-0.22
bot,top,ENEMY,twitch,riven,-1.56
bot,top,ENEMY,twitch,sion,0.48
bot,top,ENEMY,twitch,irelia,-1.28
bot,top,ENEMY,twitch,chogath,-1.24
bot,top,ENEMY,twitch,urgot,1.8
bot,top,ENEMY,twitch,fiora,-0.09
bot,top,ENEMY,twitch,gnar,0.61
bot,top,ENEMY,twitch,shen,-1.54
bot,top,ENEMY,twitch,vayne,0.39
bot,top,ENEMY,twitch,tryndamere,-1.58
bot,top,ENEMY,twitch,ambessa,-0.46
bot,top,ENEMY,twitch,illaoi,-0.03
bot,top,ENEMY,twitch,yasuo,0.04
bot,jng,ENEMY,twitch,sylas,1.01
bot,jng,ENEMY,twitch,jayce,2.27
bot,jng,ENEMY,twitch,gwen,-0.69
bot,jng,ENEMY,twitch,graves,1
bot,jng,ENEMY,twitch,vi,-1.09
bot,jng,ENEMY,twitch,zac,-0.42
bot,jng,ENEMY,twitch,lillia,2.7
bot,jng,ENEMY,twitch,nunu,-0.21
bot,jng,ENEMY,twitch,evelynn,1.34
bot,jng,ENEMY,twitch,rammus,0.97
bot,jng,ENEMY,twitch,fiddlesticks,2.57
bot,jng,ENEMY,twitch,wukong,0.29
