myRole,otherRole,side,myChamp,otherChamp,value
sup,top,ALLY,lux,morgana,-0.6
sup,top,ALLY,lux,tristana,0.81
sup,top,ALLY,lux,shyvana,1.31
sup,top,ALLY,lux,karma,-2.78
sup,top,ALLY,lux,akshan,1.34
sup,top,ALLY,lux,reksai,-1.34
sup,top,ALLY,lux,jhin,1.68
sup,top,ALLY,lux,ezreal,2.39
sup,top,ALLY,lux,diana,-2.01
sup,top,ALLY,lux,mel,0.61
sup,top,ALLY,lux,kaisa,-1.21
sup,top,ALLY,lux,vi,-1.85
sup,top,ALLY,lux,lillia,-4.57
sup,top,ALLY,lux,nocturne,1.59
sup,top,ALLY,lux,corki,-2.43
sup,top,ALLY,lux,fizz,3.95
sup,top,ALLY,lux,kalista,-1.43
sup,top,ALLY,lux,draven,3.88
sup,top,ALLY,lux,rammus,0.87
sup,top,ALLY,lux,viktor,-1.14
sup,top,ALLY,lux,neeko,-5.6
sup,top,ALLY,lux,senna,-3.23
sup,top,ALLY,lux,lissandra,-0.72
sup,top,ALLY,lux,twistedfate,-1.88
sup,top,ALLY,lux,ahri,-2.02
sup,top,ALLY,lux,alistar,-1.25
sup,top,ALLY,lux,lucian,-1.3
sup,top,ALLY,lux,nautilus,-3.09
sup,top,ALLY,lux,nidalee,-1.13
sup,top,ALLY,lux,velkoz,-1.1
sup,top,ALLY,lux,skarner,-2.27
sup,top,ALLY,lux,ivern,-0.91
sup,top,ALLY,lux,jarvaniv,-0.77
sup,top,ALLY,lux,azir,-1.76
sup,top,ALLY,lux,zilean,-0.42
sup,top,ALLY,lux,katarina,-2.02
sup,top,ALLY,lux,ziggs,-0.98
sup,top,ALLY,lux,karthus,-2.43
sup,top,ALLY,lux,lulu,-2.5
sup,top,ALLY,lux,thresh,0.48
sup,top,ALLY,lux,leblanc,-2.37
sup,top,ALLY,lux,missfortune,0.76
sup,top,ALLY,lux,qiyana,-0.94
sup,top,ALLY,lux,taric,0.76
sup,top,ALLY,lux,vex,-1.83
sup,top,ALLY,lux,elise,-1.28
sup,top,ALLY,lux,hwei,1.69
sup,top,ALLY,lux,kogmaw,-0.14
sup,top,ALLY,lux,annie,-2.27
sup,top,ALLY,lux,aphelios,-6.68
sup,top,ALLY,lux,zyra,8.63
sup,top,ALLY,lux,syndra,0.71
sup,top,ALLY,lux,twitch,1.1
sup,top,ALLY,lux,samira,-0.32
sup,top,ALLY,lux,soraka,2.71
sup,top,ALLY,lux,yunara,0.72
sup,top,ALLY,lux,jinx,3.91
sup,top,ALLY,lux,talon,-2.09
sup,top,ALLY,lux,zoe,-8.4
sup,top,ALLY,lux,xerath,0.09
sup,top,ALLY,lux,orianna,-3.71
sup,top,ALLY,lux,belveth,4.24
sup,top,ALLY,lux,zeri,5.05
sup,top,ALLY,lux,taliyah,-6.53
sup,top,ALLY,lux,amumu,2.29
sup,top,ALLY,lux,blitzcrank,3.31
sup,top,ALLY,lux,leona,-1
sup,top,ALLY,lux,bard,4.77
sup,top,ALLY,lux,janna,-0.38
sup,top,ALLY,lux,sivir,5.06
sup,top,ALLY,lux,braum,7.02
sup,top,ALLY,lux,rell,-4.45
sup,top,ALLY,lux,yuumi,1.59
sup,top,ALLY,lux,hecarim,1.69
sup,top,ALLY,lux,nilah,5.41
sup,top,ALLY,lux,seraphine,3.57
sup,top,ALLY,lux,nunu,-4.92
sup,top,ALLY,lux,xayah,-2.13
sup,top,ALLY,lux,kindred,-2.55
sup,top,ALLY,lux,khazix,6.03
sup,top,ALLY,lux,pyke,2.74
sup,top,ALLY,lux,evelynn,1.41
sup,top,ALLY,lux,sona,5.32
sup,top,ALLY,lux,rakan,6.05
sup,top,ALLY,lux,milio,10.02
sup,top,ALLY,lux,nami,19.17
sup,top,ALLY,lux,renata,15.09
sup,jng,ALLY,lux,viego,0.59
sup,jng,ALLY,lux,volibear,0.54
sup,jng,ALLY,lux,diana,-0.88
sup,jng,ALLY,lux,masteryi,0.12
sup,jng,ALLY,lux,leesin,-0.17
sup,jng,ALLY,lux,kayn,0.72
sup,jng,ALLY,lux,ekko,-0.76
sup,jng,ALLY,lux,warwick,1.66
sup,jng,ALLY,lux,khazix,-0.69
sup,jng,ALLY,lux,jax,0.55
sup,jng,ALLY,lux,malphite,0.94
sup,jng,ALLY,lux,nocturne,-0.03
sup,jng,ALLY,lux,amumu,0.94
sup,jng,ALLY,lux,shaco,0.21
sup,jng,ALLY,lux,briar,-0.02
sup,jng,ALLY,lux,jarvaniv,0.12
sup,jng,ALLY,lux,sylas,-0.56
sup,jng,ALLY,lux,drmundo,2.02
sup,jng,ALLY,lux,vi,0.38
sup,jng,ALLY,lux,graves,-0.26
sup,jng,ALLY,lux,zed,-0.85
sup,jng,ALLY,lux,jayce,-1.05
sup,jng,ALLY,lux,rammus,1.68
sup,jng,ALLY,lux,rengar,-1.39
sup,jng,ALLY,lux,zac,-0.17
sup,jng,ALLY,lux,xinzhao,-0.32
sup,jng,ALLY,lux,lillia,-1.43
sup,jng,ALLY,lux,wukong,0.14
sup,jng,ALLY,lux,gwen,-1.6
sup,jng,ALLY,lux,nunu,0.27
sup,jng,ALLY,lux,sejuani,0.42
sup,jng,ALLY,lux,evelynn,-0.91
sup,jng,ALLY,lux,fiddlesticks,-2.54
sup,jng,ALLY,lux,naafiri,-0.32
sup,jng,ALLY,lux,trundle,1.39
sup,jng,ALLY,lux,kindred,-1.54
sup,jng,ALLY,lux,talon,-1.11
sup,jng,ALLY,lux,hecarim,-1.27
sup,jng,ALLY,lux,shyvana,-0.27
sup,jng,ALLY,lux,udyr,-1.26
sup,jng,ALLY,lux,reksai,-0.83
sup,jng,ALLY,lux,qiyana,-2.82
sup,jng,ALLY,lux,elise,-0.47
sup,jng,ALLY,lux,pantheon,0.49
sup,jng,ALLY,lux,belveth,-2.59
sup,jng,ALLY,lux,karthus,-1.37
sup,jng,ALLY,lux,ambessa,-0.32
sup,jng,ALLY,lux,nasus,0.58
sup,jng,ALLY,lux,aatrox,-0.2
sup,jng,ALLY,lux,nidalee,-1.68
sup,jng,ALLY,lux,teemo,0.17
sup,jng,ALLY,lux,mordekaiser,-0.85
sup,jng,ALLY,lux,zaahen,0.03
sup,jng,ALLY,lux,ivern,-2.06
sup,jng,ALLY,lux,chogath,0.14
sup,jng,ALLY,lux,tryndamere,2.58
sup,jng,ALLY,lux,skarner,-1.42
sup,jng,ALLY,lux,taliyah,-5.1
sup,jng,ALLY,lux,poppy,0.5
sup,jng,ALLY,lux,zyra,-2.68
sup,jng,ALLY,lux,gragas,-1.21
sup,jng,ALLY,lux,morgana,-0.8
sup,jng,ALLY,lux,darius,-0.56
sup,jng,ALLY,lux,twitch,-0.84
sup,jng,ALLY,lux,shen,0.07
sup,jng,ALLY,lux,brand,-0.87
sup,jng,ALLY,lux,sion,0.08
sup,jng,ALLY,lux,olaf,-2.23
sup,jng,ALLY,lux,yorick,0.74
sup,jng,ALLY,lux,maokai,0.81
sup,jng,ALLY,lux,garen,0.87
sup,jng,ALLY,lux,sett,-1.06
sup,jng,ALLY,lux,fizz,-0.04
sup,jng,ALLY,lux,riven,-1.36
sup,jng,ALLY,lux,rumble,-1.39
sup,jng,ALLY,lux,nautilus,0.33
sup,jng,ALLY,lux,singed,2.01
sup,jng,ALLY,lux,vayne,-0.3
sup,jng,ALLY,lux,neeko,-0.86
sup,jng,ALLY,lux,yone,-0.03
sup,jng,ALLY,lux,ornn,6.86
sup,jng,ALLY,lux,quinn,4.7
sup,jng,ALLY,lux,tahmkench,-2.4
sup,jng,ALLY,lux,urgot,3.34
sup,jng,ALLY,lux,kaisa,5.11
sup,jng,ALLY,lux,camille,5.35
sup,jng,ALLY,lux,aurelionsol,-1.05
sup,jng,ALLY,lux,galio,-2.21
sup,jng,ALLY,lux,taric,0.53
sup,jng,ALLY,lux,yasuo,-3.96
sup,jng,ALLY,lux,kayle,-1.25
sup,jng,ALLY,lux,twistedfate,5.75
sup,jng,ALLY,lux,malzahar,2.71
sup,jng,ALLY,lux,renekton,1.01
sup,jng,ALLY,lux,ezreal,-0.61
sup,jng,ALLY,lux,ryze,2.48
sup,jng,ALLY,lux,leona,-4.53
sup,jng,ALLY,lux,heimerdinger,11.75
sup,jng,ALLY,lux,kled,1.13
sup,jng,ALLY,lux,blitzcrank,4.07
sup,jng,ALLY,lux,jhin,0.87
sup,jng,ALLY,lux,jinx,-2.42
sup,jng,ALLY,lux,tristana,2.12
sup,jng,ALLY,lux,varus,-7.6
sup,jng,ALLY,lux,nilah,2.65
sup,jng,ALLY,lux,akshan,-11.27
sup,jng,ALLY,lux,ashe,5.82
sup,jng,ALLY,lux,katarina,-8.24
sup,jng,ALLY,lux,zeri,-6.18
sup,jng,ALLY,lux,ksante,2.84
sup,jng,ALLY,lux,irelia,-11.39
sup,jng,ALLY,lux,pyke,-5.81
sup,jng,ALLY,lux,alistar,-0.37
sup,jng,ALLY,lux,gnar,-10.3
sup,jng,ALLY,lux,rell,-5.72
sup,jng,ALLY,lux,caitlyn,1.17
sup,jng,ALLY,lux,swain,-7.02
sup,jng,ALLY,lux,kassadin,-5.73
sup,jng,ALLY,lux,thresh,-10.56
sup,jng,ALLY,lux,draven,-16.11
sup,jng,ALLY,lux,fiora,5.24
sup,jng,ALLY,lux,akali,-11.05
sup,jng,ALLY,lux,braum,-0.55
sup,jng,ALLY,lux,mel,17.45
sup,jng,ALLY,lux,missfortune,1.47
sup,jng,ALLY,lux,kennen,5.46
sup,jng,ALLY,lux,gangplank,19.17
sup,jng,ALLY,lux,bard,14.29
sup,jng,ALLY,lux,veigar,-7.57
sup,jng,ALLY,lux,lissandra,-4.63
sup,jng,ALLY,lux,corki,4.43
sup,jng,ALLY,lux,illaoi,14.99
sup,jng,ALLY,lux,samira,0.96
sup,jng,ALLY,lux,ahri,-0.31
sup,jng,ALLY,lux,yunara,-1.05
sup,jng,ALLY,lux,kogmaw,0.11
sup,jng,ALLY,lux,aurora,-4.64
sup,jng,ALLY,lux,soraka,-9.53
sup,jng,ALLY,lux,lucian,-18
sup,jng,ALLY,lux,smolder,1.29
sup,jng,ALLY,lux,cassiopeia,-4.93
sup,jng,ALLY,lux,yuumi,-2.06
sup,jng,ALLY,lux,anivia,-8.87
sup,jng,ALLY,lux,azir,-1.48
sup,jng,ALLY,lux,leblanc,16.9
sup,jng,ALLY,lux,lulu,3.18
sup,jng,ALLY,lux,ziggs,10.28
sup,jng,ALLY,lux,annie,-6.46
sup,jng,ALLY,lux,seraphine,-6.63
sup,jng,ALLY,lux,rakan,-13.43
sup,jng,ALLY,lux,aphelios,-6.39
sup,jng,ALLY,lux,karma,-6.13
sup,jng,ALLY,lux,vladimir,-2.8
sup,jng,ALLY,lux,velkoz,10.51
sup,jng,ALLY,lux,vex,-12.79
sup,jng,ALLY,lux,xerath,-4.59
sup,jng,ALLY,lux,viktor,-0.94
sup,jng,ALLY,lux,orianna,-8.16
sup,jng,ALLY,lux,janna,-14.3
sup,jng,ALLY,lux,zoe,13.58
sup,jng,ALLY,lux,zilean,-19.16
sup,jng,ALLY,lux,sivir,16.41
sup,jng,ALLY,lux,nami,-21.58
sup,jng,ALLY,lux,senna,-9.3
sup,jng,ALLY,lux,xayah,-13.92
sup,jng,ALLY,lux,kalista,23.85
sup,jng,ALLY,lux,hwei,-13.02
sup,jng,ALLY,lux,syndra,14.28
sup,jng,ALLY,lux,sona,-22.01
sup,jng,ALLY,lux,renata,-4.9
sup,jng,ALLY,lux,milio,4.55
sup,mid,ALLY,lux,yasuo,0.96
sup,mid,ALLY,lux,akali,0.26
sup,mid,ALLY,lux,yone,0.6
sup,mid,ALLY,lux,ahri,-0.43
sup,mid,ALLY,lux,zed,0.37
sup,mid,ALLY,lux,malzahar,0.55
sup,mid,ALLY,lux,veigar,-0.67
sup,mid,ALLY,lux,sylas,0.77
sup,mid,ALLY,lux,katarina,-1.11
sup,mid,ALLY,lux,fizz,0.96
sup,mid,ALLY,lux,naafiri,0.83
sup,mid,ALLY,lux,galio,0.5
sup,mid,ALLY,lux,mel,-0.42
sup,mid,ALLY,lux,ryze,-0.02
sup,mid,ALLY,lux,diana,0.1
sup,mid,ALLY,lux,ekko,0.26
sup,mid,ALLY,lux,syndra,-0.91
sup,mid,ALLY,lux,vex,-0.61
sup,mid,ALLY,lux,viktor,-0.94
sup,mid,ALLY,lux,leblanc,0.19
sup,mid,ALLY,lux,irelia,0.67
sup,mid,ALLY,lux,xerath,-0.6
sup,mid,ALLY,lux,orianna,-0.68
sup,mid,ALLY,lux,twistedfate,-0.29
sup,mid,ALLY,lux,zoe,-0.58
sup,mid,ALLY,lux,aurelionsol,-0.82
sup,mid,ALLY,lux,kassadin,-0.16
sup,mid,ALLY,lux,akshan,0.2
sup,mid,ALLY,lux,lissandra,-0.16
sup,mid,ALLY,lux,hwei,-1.35
sup,mid,ALLY,lux,vladimir,-0.25
sup,mid,ALLY,lux,aurora,-0.64
sup,mid,ALLY,lux,anivia,-1
sup,mid,ALLY,lux,qiyana,-1.77
sup,mid,ALLY,lux,varus,-1.07
sup,mid,ALLY,lux,azir,-0.75
sup,mid,ALLY,lux,swain,-0.41
sup,mid,ALLY,lux,talon,-1.6
sup,mid,ALLY,lux,brand,-0.73
sup,mid,ALLY,lux,pantheon,0.97
sup,mid,ALLY,lux,taliyah,-2.54
sup,mid,ALLY,lux,malphite,1.25
sup,mid,ALLY,lux,morgana,-0.26
sup,mid,ALLY,lux,annie,-0.13
sup,mid,ALLY,lux,cassiopeia,-0.23
sup,mid,ALLY,lux,velkoz,-0.04
sup,mid,ALLY,lux,ziggs,-0.66
sup,mid,ALLY,lux,smolder,0.14
sup,mid,ALLY,lux,chogath,0.82
sup,mid,ALLY,lux,sion,1.67
sup,mid,ALLY,lux,neeko,-1.5
sup,mid,ALLY,lux,heimerdinger,0.52
sup,mid,ALLY,lux,kennen,-1.19
sup,mid,ALLY,lux,jayce,-0.77
sup,mid,ALLY,lux,kayle,0.29
sup,mid,ALLY,lux,tristana,0.45
sup,mid,ALLY,lux,garen,2.37
sup,mid,ALLY,lux,ezreal,0.47
sup,mid,ALLY,lux,gangplank,-1.74
sup,mid,ALLY,lux,renekton,-0.24
sup,mid,ALLY,lux,teemo,0.98
sup,mid,ALLY,lux,quinn,0.71
sup,mid,ALLY,lux,nasus,0.86
sup,mid,ALLY,lux,viego,0.92
sup,mid,ALLY,lux,sett,0.77
sup,mid,ALLY,lux,caitlyn,1.48
sup,mid,ALLY,lux,corki,-1.45
sup,mid,ALLY,lux,mordekaiser,0.76
sup,mid,ALLY,lux,yorick,1.22
sup,mid,ALLY,lux,tryndamere,-0.4
sup,mid,ALLY,lux,zyra,-0.91
sup,mid,ALLY,lux,gragas,0.33
sup,mid,ALLY,lux,briar,0.72
sup,mid,ALLY,lux,jhin,-0.43
sup,mid,ALLY,lux,seraphine,-0.28
sup,mid,ALLY,lux,kaisa,0.05
sup,mid,ALLY,lux,riven,0.3
sup,mid,ALLY,lux,missfortune,0.5
sup,mid,ALLY,lux,lucian,-0.03
sup,mid,ALLY,lux,drmundo,1.02
sup,mid,ALLY,lux,vayne,-0.21
sup,mid,ALLY,lux,twitch,-0.25
sup,mid,ALLY,lux,karma,1.46
sup,mid,ALLY,lux,ashe,-0.13
sup,mid,ALLY,lux,zilean,-3.78
sup,mid,ALLY,lux,rumble,1.19
sup,mid,ALLY,lux,ambessa,0.07
sup,mid,ALLY,lux,jax,2.28
sup,mid,ALLY,lux,xinzhao,2.91
sup,mid,ALLY,lux,aatrox,2.31
sup,mid,ALLY,lux,tahmkench,4.02
sup,mid,ALLY,lux,kogmaw,-1.03
sup,mid,ALLY,lux,zaahen,0.52
sup,mid,ALLY,lux,karthus,-0.01
sup,mid,ALLY,lux,singed,1.06
sup,mid,ALLY,lux,darius,3.21
sup,mid,ALLY,lux,masteryi,4.64
sup,mid,ALLY,lux,wukong,2.24
sup,mid,ALLY,lux,leesin,0.35
sup,mid,ALLY,lux,gwen,-1.5
sup,mid,ALLY,lux,shen,1.66
sup,mid,ALLY,lux,illaoi,0.9
sup,mid,ALLY,lux,zac,3.19
sup,mid,ALLY,lux,volibear,1.67
sup,mid,ALLY,lux,graves,-3.01
sup,mid,ALLY,lux,fiddlesticks,-1.5
sup,mid,ALLY,lux,ornn,0.25
sup,mid,ALLY,lux,nocturne,-0.94
sup,mid,ALLY,lux,ksante,1.96
sup,mid,ALLY,lux,kled,1.21
sup,mid,ALLY,lux,draven,4.26
sup,mid,ALLY,lux,urgot,4.77
sup,mid,ALLY,lux,nunu,0.93
sup,mid,ALLY,lux,aphelios,1.37
sup,mid,ALLY,lux,nidalee,3.49
sup,mid,ALLY,lux,pyke,-0.28
sup,mid,ALLY,lux,vi,3.97
sup,mid,ALLY,lux,jarvaniv,0.26
sup,mid,ALLY,lux,samira,1.21
sup,mid,ALLY,lux,fiora,-3.21
sup,mid,ALLY,lux,gnar,3.75
sup,mid,ALLY,lux,yunara,0.7
sup,mid,ALLY,lux,jinx,-2.63
sup,mid,ALLY,lux,nautilus,-4.61
sup,mid,ALLY,lux,sivir,-0.23
sup,mid,ALLY,lux,senna,1.3
sup,mid,ALLY,lux,sejuani,2.87
sup,mid,ALLY,lux,shaco,-1.24
sup,mid,ALLY,lux,camille,3.16
sup,mid,ALLY,lux,rakan,-0.51
sup,mid,ALLY,lux,trundle,-0.5
sup,mid,ALLY,lux,warwick,5.77
sup,mid,ALLY,lux,kalista,-0.29
sup,mid,ALLY,lux,soraka,0.55
sup,mid,ALLY,lux,lulu,2.38
sup,mid,ALLY,lux,olaf,-0.5
sup,mid,ALLY,lux,kayn,0.11
sup,mid,ALLY,lux,elise,-1.89
sup,mid,ALLY,lux,shyvana,0.18
sup,mid,ALLY,lux,blitzcrank,-1.86
sup,mid,ALLY,lux,zeri,-4.61
sup,mid,ALLY,lux,thresh,-0.05
sup,mid,ALLY,lux,alistar,3.7
sup,mid,ALLY,lux,poppy,2.38
sup,mid,ALLY,lux,lillia,-1.26
sup,mid,ALLY,lux,udyr,-4.25
sup,mid,ALLY,lux,kindred,2.7
sup,mid,ALLY,lux,xayah,-7.32
sup,mid,ALLY,lux,sona,4.54
sup,mid,ALLY,lux,reksai,1.85
sup,mid,ALLY,lux,maokai,12.92
sup,mid,ALLY,lux,ivern,-2.53
sup,mid,ALLY,lux,bard,13.03
sup,mid,ALLY,lux,yuumi,5.58
sup,mid,ALLY,lux,evelynn,7.28
sup,mid,ALLY,lux,rammus,-9.17
sup,mid,ALLY,lux,nilah,-3.23
sup,mid,ALLY,lux,khazix,2.57
sup,mid,ALLY,lux,janna,-16.4
sup,mid,ALLY,lux,belveth,-1.23
sup,mid,ALLY,lux,milio,4.41
sup,mid,ALLY,lux,leona,-4.7
sup,mid,ALLY,lux,amumu,8.92
sup,mid,ALLY,lux,taric,-5.39
sup,mid,ALLY,lux,nami,6.32
sup,mid,ALLY,lux,skarner,-4.39
sup,mid,ALLY,lux,rell,4.32
sup,mid,ALLY,lux,hecarim,2.79
sup,mid,ALLY,lux,rengar,-12.01
sup,mid,ALLY,lux,braum,-11.07
sup,mid,ALLY,lux,renata,20.95
sup,bot,ALLY,lux,caitlyn,0.85
sup,bot,ALLY,lux,missfortune,-0.6
sup,bot,ALLY,lux,jhin,1.05
sup,bot,ALLY,lux,jinx,-0.59
sup,bot,ALLY,lux,ezreal,1.06
sup,bot,ALLY,lux,kaisa,0.35
sup,bot,ALLY,lux,ashe,0.27
sup,bot,ALLY,lux,smolder,-1.86
sup,bot,ALLY,lux,varus,-1.3
sup,bot,ALLY,lux,aphelios,-0.42
sup,bot,ALLY,lux,vayne,0.06
sup,bot,ALLY,lux,tristana,0.29
sup,bot,ALLY,lux,yunara,-0.67
sup,bot,ALLY,lux,sivir,-1.97
sup,bot,ALLY,lux,twitch,-0.95
sup,bot,ALLY,lux,samira,-0.28
sup,bot,ALLY,lux,lucian,-2.7
sup,bot,ALLY,lux,draven,-0.25
sup,bot,ALLY,lux,xayah,-0.46
sup,bot,ALLY,lux,ziggs,-1.79
sup,bot,ALLY,lux,nilah,0.66
sup,bot,ALLY,lux,corki,-1.5
sup,bot,ALLY,lux,zeri,-2.33
sup,bot,ALLY,lux,swain,-0.48
sup,bot,ALLY,lux,mel,-0.82
sup,bot,ALLY,lux,kogmaw,-1.03
sup,bot,ALLY,lux,veigar,-0.77
sup,bot,ALLY,lux,yasuo,1.38
sup,bot,ALLY,lux,brand,-0.71
sup,bot,ALLY,lux,kalista,0.91
sup,bot,ALLY,lux,seraphine,-2.29
sup,bot,ALLY,lux,senna,0.74
sup,bot,ALLY,lux,xerath,0.25
sup,bot,ALLY,lux,morgana,4.94
sup,bot,ALLY,lux,aurelionsol,1.81
sup,bot,ALLY,lux,velkoz,0.75
sup,bot,ALLY,lux,hwei,-2.97
sup,bot,ALLY,lux,malzahar,2.45
sup,bot,ALLY,lux,syndra,-2.04
sup,bot,ALLY,lux,heimerdinger,-0.2
sup,bot,ALLY,lux,teemo,2.73
sup,bot,ALLY,lux,vladimir,-0.43
sup,bot,ALLY,lux,karthus,0.38
sup,bot,ALLY,lux,twistedfate,2.73
sup,bot,ALLY,lux,viktor,-3.48
sup,bot,ALLY,lux,katarina,-2.82
sup,bot,ALLY,lux,akshan,1.26
sup,bot,ALLY,lux,quinn,2.97
sup,bot,ALLY,lux,zoe,3.46
sup,bot,ALLY,lux,yone,4.36
sup,bot,ALLY,lux,zyra,3.11
sup,bot,ALLY,lux,cassiopeia,-5.13
sup,bot,ALLY,lux,ahri,0.91
sup,bot,ALLY,lux,neeko,6.72
sup,bot,ALLY,lux,naafiri,3.97
sup,bot,ALLY,lux,ryze,2.77
sup,bot,ALLY,lux,tahmkench,4.55
sup,bot,ALLY,lux,irelia,0.7
sup,bot,ALLY,lux,anivia,2.02
sup,bot,ALLY,lux,aurora,-2.7
sup,bot,ALLY,lux,chogath,0.2
sup,bot,ALLY,lux,kayle,-9.67
sup,bot,ALLY,lux,graves,6.61
sup,bot,ALLY,lux,sion,3.7
sup,bot,ALLY,lux,sett,14.1
sup,bot,ALLY,lux,vex,0.97
sup,bot,ALLY,lux,zed,-1.12
sup,bot,ALLY,lux,masteryi,-2.53
sup,bot,ALLY,lux,pantheon,-0.07
sup,bot,ALLY,lux,kindred,3.8
sup,bot,ALLY,lux,taliyah,1.27
sup,bot,ALLY,lux,fizz,-2.18
sup,bot,ALLY,lux,annie,-3.9
sup,bot,ALLY,lux,garen,4.93
sup,bot,ALLY,lux,malphite,8.08
sup,bot,ALLY,lux,mordekaiser,-2.73
sup,bot,ALLY,lux,jayce,4.29
sup,bot,ALLY,lux,sylas,7.55
sup,bot,ALLY,lux,kennen,-2.96
sup,bot,ALLY,lux,leblanc,6.07
sup,bot,ALLY,lux,azir,0.42
sup,bot,ALLY,lux,drmundo,10.5
sup,bot,ALLY,lux,diana,-1.67
sup,bot,ALLY,lux,ekko,12.17
sup,bot,ALLY,lux,orianna,0.09
sup,bot,ALLY,lux,lissandra,5.87
sup,bot,ALLY,lux,jax,-0.32
sup,bot,ALLY,lux,nidalee,7.5
sup,bot,ALLY,lux,yorick,6.84
sup,bot,ALLY,lux,darius,7.75
sup,bot,ALLY,lux,akali,0.5
sup,bot,ALLY,lux,zilean,3.14
sup,bot,ALLY,lux,pyke,8.69
sup,bot,ALLY,lux,rengar,3.03
sup,bot,ALLY,lux,urgot,-1.07
sup,bot,ALLY,lux,singed,0.4
sup,bot,ALLY,lux,viego,-0.27
sup,bot,ALLY,lux,gangplank,4.88
sup,bot,ALLY,lux,gnar,6.84
sup,bot,ALLY,lux,nasus,-1.31
sup,bot,ALLY,lux,wukong,-3.24
sup,bot,ALLY,lux,tryndamere,5.65
sup,bot,ALLY,lux,karma,2.75
sup,bot,ALLY,lux,briar,13.86
sup,bot,ALLY,lux,thresh,7.65
sup,bot,ALLY,lux,xinzhao,0.15
sup,bot,ALLY,lux,riven,3.12
sup,bot,ALLY,lux,zaahen,8.57
sup,bot,ALLY,lux,volibear,13.15
sup,bot,ALLY,lux,leesin,-3.08
sup,bot,ALLY,lux,qiyana,-8.92
sup,bot,ALLY,lux,galio,3.01
sup,bot,ALLY,lux,vi,18.06
sup,bot,ALLY,lux,olaf,-12.96
sup,bot,ALLY,lux,aatrox,-5.31
sup,bot,ALLY,lux,gwen,7.13
sup,bot,ALLY,lux,renekton,11.37
sup,bot,ALLY,lux,illaoi,3.75
sup,bot,ALLY,lux,fiora,-22.87
sup,bot,ALLY,lux,jarvaniv,-11.38
sup,bot,ALLY,lux,sona,7.35
sup,bot,ALLY,lux,blitzcrank,0.86
sup,bot,ALLY,lux,fiddlesticks,6.75
sup,bot,ALLY,lux,shaco,11.11
sup,bot,ALLY,lux,kled,9.21
sup,bot,ALLY,lux,shen,0.69
sup,bot,ALLY,lux,ornn,-5.67
sup,bot,ALLY,lux,gragas,-8.05
sup,bot,ALLY,lux,yuumi,5.73
sup,bot,ALLY,lux,trundle,9.22
sup,bot,ALLY,lux,lulu,26.02
sup,bot,ALLY,lux,ambessa,-0.99
sup,bot,ALLY,lux,bard,10.75
sup,bot,ALLY,lux,rammus,4.41
sup,bot,ALLY,lux,kassadin,1.26
sup,bot,ALLY,lux,rumble,-15.09
sup,bot,ALLY,lux,poppy,-12.34
sup,bot,ALLY,lux,kayn,3.78
sup,bot,ALLY,lux,zac,23.54
sup,bot,ALLY,lux,soraka,-1.33
sup,bot,ALLY,lux,leona,25.07
sup,bot,ALLY,lux,lillia,5.32
sup,bot,ALLY,lux,talon,1.86
sup,bot,ALLY,lux,warwick,-6.45
sup,bot,ALLY,lux,nocturne,-0.09
sup,bot,ALLY,lux,ksante,15.18
sup,bot,ALLY,lux,khazix,0.64
sup,bot,ALLY,lux,alistar,-2.45
sup,bot,ALLY,lux,evelynn,-5.98
sup,bot,ALLY,lux,nautilus,22.14
sup,bot,ALLY,lux,janna,17.74
sup,bot,ALLY,lux,belveth,-18.36
sup,bot,ALLY,lux,milio,20.09
sup,bot,ALLY,lux,amumu,9.77
sup,bot,ALLY,lux,elise,8.51
sup,bot,ALLY,lux,udyr,-18.72
sup,bot,ALLY,lux,shyvana,2.18
sup,bot,ALLY,lux,camille,17.21
sup,bot,ALLY,lux,nunu,-7.89
sup,bot,ALLY,lux,renata,28.8
sup,bot,ALLY,lux,ivern,-6.54
sup,bot,ALLY,lux,maokai,22.74
sup,bot,ALLY,lux,braum,4.92
sup,bot,ALLY,lux,rakan,27.4
sup,bot,ALLY,lux,reksai,4.86
sup,bot,ALLY,lux,hecarim,13.02
sup,bot,ALLY,lux,skarner,9.35
sup,bot,ALLY,lux,taric,36.77
sup,bot,ALLY,lux,rell,-8.43
sup,bot,ALLY,lux,nami,-7.45
sup,bot,ALLY,lux,sejuani,-6.75
mid,top,ALLY,xerath,garen,0.37
mid,top,ALLY,xerath,darius,0.47
mid,top,ALLY,xerath,sett,0.15
mid,top,ALLY,xerath,jax,0.19
mid,top,ALLY,xerath,mordekaiser,-1.6
mid,top,ALLY,xerath,malphite,-0.56
mid,top,ALLY,xerath,aatrox,0.35
mid,top,ALLY,xerath,drmundo,0.77
mid,top,ALLY,xerath,yorick,0.47
mid,top,ALLY,xerath,renekton,0.58
mid,top,ALLY,xerath,nasus,0.16
mid,top,ALLY,xerath,varus,-1.47
mid,top,ALLY,xerath,zaahen,-0.07
mid,top,ALLY,xerath,yone,0.53
mid,top,ALLY,xerath,volibear,-0.26
mid,top,ALLY,xerath,kayle,-0.21
mid,top,ALLY,xerath,ornn,-0.68
mid,top,ALLY,xerath,gangplank,0.52
mid,top,ALLY,xerath,sion,0.57
mid,top,ALLY,xerath,irelia,-0.47
mid,top,ALLY,xerath,teemo,-0.06
mid,top,ALLY,xerath,riven,0.55
